"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[ATI]] launches chipset for AMD desktops  ATI Technologies on [[Monday]] delivered the Radeon Xpress 200, a new chipset for desktops [[using]] Advanced Micro [[Devices]] #39; Athlon 64 and other eighth-generation processors.","[[AI]] launches chipset for AMD desktops  ATI Technologies on [[Mondɑy]] delivered the Radeon Xpress 200, a new chipset for desktops [[սsing]] Advanced Micro [[Deviϲes]] #39; Athlon 64 and other eighth-generation processors.",0.0029686689376831055,0.05777853727340698,3,3,3,63,"Failed"
"Automakers sue California over emissions  FRESNO, Calif. -- Automobile manufacturers sued on Tuesday to block the world #39;s toughest vehicle emissions standards, adopted by California regulators in September to cut greenhouse gases.","Automakers sue California over emissions  FRESNO, Calif. -- Automobile manufacturers sued on Tuesday to block the world #39;s toughest vehicle emissions standards, adopted by California regulators in September to cut greenhouse gases.",0.9316169619560242,0.9316169619560242,3,3,2,1,"Skipped"
"[[Microsoft]] reworks antispam spec to silence critics  com [[October]] 25, [[2004]], 6:49 PM PT. This [[priority]] retains its ranking at number five as more and more companies deploy Web Services to share business logic, data and processes with each other and with clients.","[[Microѕoft]] reworks antispam spec to silence critics  com [[Oϲtober]] 25, [[ᒿ004]], 6:49 PM PT. This [[priorіty]] retains its ranking at number five as more and more companies deploy Web Services to share business logic, data and processes with each other and with clients.",0.06658124923706055,0.5831455588340759,3,2,3,79,"Successful"
"NASA  #39;[[scramjet]] #39; makes historic flight off California  LOS ANGELES NASA #39;s unmanned  quot;[[scramjet]] quot; proved it #39;s small but it #39;s fast -- in a record-breaking [[demonstration]] above the Pacific Ocean.","NASA  #39;[[scramje𝚝]] #39; makes historic flight off California  LOS ANGELES NASA #39;s unmanned  quot;[[scramje𝚝]] quot; proved it #39;s small but it #39;s fast -- in a record-breaking [[demonstrations]] above the Pacific Ocean.",0.31661826372146606,0.5197145938873291,3,1,3,66,"Successful"
"Board with Mukesh: Reliance  Mumbai, Nov. 26: Mukesh Ambani apparently commands the full support of the [[board]] on all recent decisions, including the controversial one that elevated him to the final authority in the group.","Board with Mukesh: Reliance  Mumbai, Nov. 26: Mukesh Ambani apparently commands the full support of the [[bard]] on all recent decisions, including the controversial one that elevated him to the final authority in the group.",0.15367788076400757,0.6177937984466553,2,1,2,35,"Successful"
"[[Liberty]] [[Alliance]] names first [[director]], new members  The Liberty Alliance Project signalled that it expects to have longevity when it comes to developing and promoting federated identity standards by naming its [[first]] executive director on Monday.","[[Libeⲅty]] [[Allіance]] names first [[directоr]], new members  The Liberty Alliance Project signalled that it expects to have longevity when it comes to developing and promoting federated identity standards by naming its [[premiere]] executive director on Monday.",0.10632061958312988,0.7014577388763428,3,1,3,80,"Successful"
"Fellowship of the [[Customized]]  Ring Tone  [[In]] a short time, in a public way -- while on Metro, or in line at Starbucks, or inside a movie theater -- ring tones signal who you are. [[Or]] who you want people to think you are.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;","Fellowship of the [[Cus𝚝omized]]  Ring Tone  [[At]] a short time, in a public way -- while on Metro, or in line at Starbucks, or inside a movie theater -- ring tones signal who you are. [[Oⲅ]] who you want people to think you are.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",0.214141845703125,0.6016004681587219,3,1,3,77,"Successful"
"FireFox [[Roars]] from the Gates  Tuesday, November 9, 2004 will likely go down in the history books as the day the [[browser]] wars officially started. Obviously things happened before today to get us to the point where there was a real, legitimate ","FireFox [[Roaⲅs]] from the Gates  Tuesday, November 9, 2004 will likely go down in the history books as the day the [[mariner]] wars officially started. Obviously things happened before today to get us to the point where there was a real, legitimate ",0.15488213300704956,0.5855863094329834,3,1,3,51,"Successful"
"[[Colombia]] reveals plot to assassinate Bush  Colombian rebels [[plotted]] to assassinate George Bush during his brief stopover in the port of Cartagena last week, according to the country #39;s defence minister.","[[Colombiɑ]] reveals plot to assassinate Bush  Colombian rebels [[plo𝚝ted]] to assassinate George Bush during his brief stopover in the port of Cartagena last week, according to the country #39;s defence minister.",0.13847601413726807,0.5274621248245239,0,1,0,50,"Successful"
"Congress [[Asks]] SEC for Mutual Fund [[Study]] (Reuters)  Reuters - The U.S. Congress asked the\Securities and Exchange Commission on Saturday to send\lawmakers a report justifying a new [[rule]] forcing mutual fund\boards to have independent [[chairmen]].","Congress [[As𝒌s]] SEC for Mutual Fund [[Studу]] (Reuters)  Reuters - The U.S. Congress asked the\Securities and Exchange Commission on Saturday to send\lawmakers a report justifying a new [[rue]] forcing mutual fund\boards to have independent [[chɑirmen]].",0.06121593713760376,0.6056351661682129,2,2,2,78,"Failed"
"Company [[launches]] Windows-only [[JFK]] [[Assassination]] [[game]] via online &lt;b&gt;...&lt;/b&gt;   quot;A spokesman for the president #39;s brother, Sen. Edward M. Kennedy, D-Mass., [[called]] the game  #39;despicable. #39; The Glasgow-based firm Traffic said  quot;JFK Reloaded quot; was an educational  quot;docu-game quot; that would help disprove conspiracy theories about Kennedy #39;s death.","Company [[launcheѕ]] Windows-only [[REAGAN]] [[Assassinating]] [[gaｍe]] via online &lt;b&gt;...&lt;/b&gt;   quot;A spokesman for the president #39;s brother, Sen. Edward M. Kennedy, D-Mass., [[drew]] the game  #39;despicable. #39; The Glasgow-based firm Traffic said  quot;JFK Reloaded quot; was an educational  quot;docu-game quot; that would help disprove conspiracy theories about Kennedy #39;s death.",0.2324332594871521,0.7074112892150879,3,2,3,116,"Successful"
"Update 8: Crude Oil Futures Sink to \$46 Per Barrel  December delivery crude on the New York Mercantile Exchange dropped 76 cents to \$46.11 per barrel. The benchmark light, sweet crude remained about \$8 a barrel cheaper than its closing record of \$55.17 recorded Oct. 22 and Oct. 26.","Update 8: Crude Oil Futures Sink to \$46 Per Barrel  December delivery crude on the New York Mercantile Exchange dropped 76 cents to \$46.11 per barrel. The benchmark light, sweet crude remained about \$8 a barrel cheaper than its closing record of \$55.17 recorded Oct. 22 and Oct. 26.",0.9237784147262573,0.9237784147262573,3,3,2,1,"Skipped"
"[[Stocks]] Up After Sears Deal, HP Earnings   NEW YORK (Reuters) - U.S. stocks ended higher on Wednesday  after Kmart's plan to buy Sears in an \$11.5 billion deal was  announced and computer maker Hewlett-Packard Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HPQ.N target=/stocks/quickinfo/fullquote""&gt;HPQ.N&lt;/A&gt; posted  solid earnings.","[[Inventory]] Up After Sears Deal, HP Earnings   NEW YORK (Reuters) - U.S. stocks ended higher on Wednesday  after Kmart's plan to buy Sears in an \$11.5 billion deal was  announced and computer maker Hewlett-Packard Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HPQ.N target=/stocks/quickinfo/fullquote""&gt;HPQ.N&lt;/A&gt; posted  solid earnings.",0.47368544340133667,0.7235778570175171,2,3,2,68,"Successful"
"[[Plane]] [[crash]] [[kills]] 10 close to racing  MARTINSVILLE, Va. -- [[A]] Hendrick Motorsports plane crashed yesterday on its way to a NASCAR race, killing all 10 people aboard, including the son, brother and two nieces of the owner of [[one]] of auto racing's most successful organizations.","[[Airplane]] [[crah]] [[𝒌ills]] 10 close to racing  MARTINSVILLE, Va. -- [[une]] Hendrick Motorsports plane crashed yesterday on its way to a NASCAR race, killing all 10 people aboard, including the son, brother and two nieces of the owner of [[oe]] of auto racing's most successful organizations.",0.15414702892303467,0.5516571998596191,1,0,1,92,"Successful"
"[[Tesco]] To Sell Downloadable Tunes  Tesco aint daft, theyve done the insurance blag and now they getting stuck into the music downloading service. They will be the first supermarket to enter a market that is worth over 25million and is currently dominated by the Apple run iTunes.","[[Asda]] To Sell Downloadable Tunes  Tesco aint daft, theyve done the insurance blag and now they getting stuck into the music downloading service. They will be the first supermarket to enter a market that is worth over 25million and is currently dominated by the Apple run iTunes.",0.09350597858428955,0.6922321915626526,3,2,3,41,"Successful"
"Holyfield #39;s effort to unify heavyweight title [[running]] out of time  Evander Holyfield just doesn #39;t get it. He #39;s beyond old for a fighter and seemingly hasn #39;t been able to [[punch]] his [[way]] out of a paper [[bag]] in [[years]].","Holyfield #39;s effort to unify heavyweight title [[runniոg]] out of time  Evander Holyfield just doesn #39;t get it. He #39;s beyond old for a fighter and seemingly hasn #39;t been able to [[keying]] his [[camino]] out of a paper [[rucksack]] in [[уears]].",0.01896148920059204,0.38523799180984497,1,1,1,84,"Failed"
"mmO2: i-mode launch looks [[certain]]  mmO2 and NTT DoCoMo are reportedly planning to launch a UK i-mode mobile service. [[November]] 26, 2004 4:35 PM GMT (Datamonitor) - The much-touted tie-up between NTT DoCoMo and mmO2 to bring [[i-mode]] mobile content to the UK [[looks]] to be a [[done]] deal.","mmO2: i-mode launch looks [[confident]]  mmO2 and NTT DoCoMo are reportedly planning to launch a UK i-mode mobile service. [[Novembeⲅ]] 26, 2004 4:35 PM GMT (Datamonitor) - The much-touted tie-up between NTT DoCoMo and mmO2 to bring [[i-mоde]] mobile content to the UK [[hopes]] to be a [[performed]] deal.",0.018669188022613525,0.37782180309295654,3,3,3,97,"Failed"
"Panel: U.S. Must Diversify Oil Supplies   WASHINGTON (Reuters) - The United States must  diversify  its global oil supplies, expand a world network of strategic  petroleum reserves and raise fuel efficiency standards to  ensure its energy security, a panel of experts will recommend  on Wednesday.","Panel: U.S. Must Diversify Oil Supplies   WASHINGTON (Reuters) - The United States must  diversify  its global oil supplies, expand a world network of strategic  petroleum reserves and raise fuel efficiency standards to  ensure its energy security, a panel of experts will recommend  on Wednesday.",0.9406164884567261,0.9406164884567261,3,3,2,1,"Skipped"
"Fresh [[violence]] mars Afghan vote count  A deadly explosion has [[hit]] a car carrying an election worker in southeastern Afghanistan. [[In]] all, [[five]] people were killed, including the worker identified as a local physician who helped organize the vote.","Fresh [[bestiality]] mars Afghan vote count  A deadly explosion has [[hi𝚝]] a car carrying an election worker in southeastern Afghanistan. [[Iո]] all, [[𝚏ive]] people were killed, including the worker identified as a local physician who helped organize the vote.",0.0168190598487854,0.21831810474395752,0,0,0,70,"Failed"
"[[England]] held up in Zimbabwe  [[Zimbabwe]] held up England #[[39]];s charge as they battled to avert a series whitewash in the fourth one-day international in Bulawayo today.","[[Englanԁ]] held up in Zimbabwe  [[Zimbabԝe]] held up England #[[Ʒ9]];s charge as they battled to avert a series whitewash in the fourth one-day international in Bulawayo today.",0.004966616630554199,0.15548783540725708,1,1,1,47,"Failed"
"Rocky Legends; Tony Hawk's Underground 2; Nisus Writer Express 2.0; Surfsaver 6  This is the second Rocky video game in two years -- even though it's been 14 years since the last ""Rocky"" flick.","Rocky Legends; Tony Hawk's Underground 2; Nisus Writer Express 2.0; Surfsaver 6  This is the second Rocky video game in two years -- even though it's been 14 years since the last ""Rocky"" flick.",0.8907174468040466,0.8907174468040466,1,1,3,1,"Skipped"
"[[Microsoft]] Issues IE [[Patch]]  ([[Article]] Central) [[Microsoft]] released its October batch of security advisories this week, with a number of  quot;critical quot; patches, including a significant fix for the Internet Explorer browser.","[[Mcafee]] Issues IE [[Pɑtch]]  ([[Artiϲle]] Central) [[Xbox]] released its October batch of security advisories this week, with a number of  quot;critical quot; patches, including a significant fix for the Internet Explorer browser.",0.009661614894866943,0.3485575318336487,3,3,3,78,"Failed"
"Trade Gap [[Swells]] [[More]] [[Than]] [[Expected]]  The US trade deficit widened nearly 9 percent in October to a record \$55.5 billion as sky-high oil prices helped propel imports into uncharted territory, the government said on Tuesday.","Trade Gap [[Swelⅼs]] [[Mre]] [[Afterwards]] [[Foreseen]]  The US trade deficit widened nearly 9 percent in October to a record \$55.5 billion as sky-high oil prices helped propel imports into uncharted territory, the government said on Tuesday.",0.01897674798965454,0.2485179901123047,2,2,2,77,"Failed"
"ASEAN to push Australia, New Zealand to sign non-aggression pact (AFP)  AFP - [[Southeast]] Asian foreign ministers said they would encourage [[Australia]] and New [[Zealand]] to accede to a non-aggression pact with their [[10-nation]] ASEAN group that South Korea signed.","ASEAN to push Australia, New Zealand to sign non-aggression pact (AFP)  AFP - [[Shoal]] Asian foreign ministers said they would encourage [[Austrɑlia]] and New [[Zealanders]] to accede to a non-aggression pact with their [[10-natioո]] ASEAN group that South Korea signed.",0.11941808462142944,0.5658682584762573,0,1,0,101,"Successful"
"NASA Cancels Hypersonic Flight  NASA scrubbed its mission Monday to launch a pilotless plane that is [[capable]] of flying at 10 times the speed of sound. [[The]] launch of the [[X-43A]] was canceled due to technical [[problems]].","NASA Cancels Hypersonic Flight  NASA scrubbed its mission Monday to launch a pilotless plane that is [[ability]] of flying at 10 times the speed of sound. [[Nova]] launch of the [[X-4A]] was canceled due to technical [[trouble]].",0.18012720346450806,0.4371674060821533,3,3,3,68,"Failed"
"Game Daze:  #39;Grand Theft Auto: San Andreas, #39;  #39;Midway Arcade &lt;b&gt;...&lt;/b&gt;  It #39;s violent. It #39;s profane and politically incorrect. It #39;s packed wall to wall with tough thugs doing terrible things.","Game Daze:  #39;Grand Theft Auto: San Andreas, #39;  #39;Midway Arcade &lt;b&gt;...&lt;/b&gt;  It #39;s violent. It #39;s profane and politically incorrect. It #39;s packed wall to wall with tough thugs doing terrible things.",0.9986971616744995,0.9986971616744995,1,1,3,1,"Skipped"
"Ironman winner confirms she used drug  Nina Kraft, winner of [[last]] month #[[39]];s Ironman Triathlon World Championship in Hawai #39;i, [[acknowledged]] yesterday that she had [[used]] the banned endurance-boosting drug EPO.","Ironman winner confirms she used drug  Nina Kraft, winner of [[lɑst]] month #[[Ʒ9]];s Ironman Triathlon World Championship in Hawai #39;i, [[recognize]] yesterday that she had [[սsed]] the banned endurance-boosting drug EPO.",0.004280269145965576,0.02293705940246582,1,1,1,68,"Failed"
"[[Tigers]] #39; challenge: Win out or lose out  Satchel Paige said don #39;t look [[back]] because something might be [[gaining]] on you. [[Satch]] was a baseball pitcher, not a football coach.","[[Tigre]] #39; challenge: Win out or lose out  Satchel Paige said don #39;t look [[retrograde]] because something might be [[earns]] on you. [[Mcguinn]] was a baseball pitcher, not a football coach.",0.041749536991119385,0.19295966625213623,1,1,1,68,"Failed"
"AUBURN 21, [[ALABAMA]] 13 Auburn #39;s Strong Second Half Keeps It in &lt;b&gt;...&lt;/b&gt;  For one half [[Saturday]], the controversy over the Bowl Championship Series looked like it might disappear in the dampness of [[Bryant-Denny]] [[Stadium]] as undefeated [[Auburn]] found itself in a fight with [[archrival]] Alabama.","AUBURN 21, [[TUSCALOOSA]] 13 Auburn #39;s Strong Second Half Keeps It in &lt;b&gt;...&lt;/b&gt;  For one half [[Satuⲅday]], the controversy over the Bowl Championship Series looked like it might disappear in the dampness of [[Bryaոt-Denny]] [[Ballpark]] as undefeated [[Luminous]] found itself in a fight with [[arcհrival]] Alabama.",0.012512803077697754,0.19163376092910767,1,1,1,108,"Failed"
"UPDATE 1-Ronaldinho strikes to give Barca win over Milan  A brilliant late strike from [[Ronaldinho]] gave dominant Barcelona a 2-1 win over AC Milan in an epic [[Champions]] League contest at the [[Nou]] Camp on [[Tuesday]].","UPDATE 1-Ronaldinho strikes to give Barca win over Milan  A brilliant late strike from [[Ronaⅼdinho]] gave dominant Barcelona a 2-1 win over AC Milan in an epic [[Defenders]] League contest at the [[Braga]] Camp on [[Yesterday]].",0.0003323554992675781,0.004101574420928955,1,1,1,76,"Failed"
"Top [[Cyber]] News 12/9  It #39;s a clash between the film industry and a consumer electronics company over a home theater jukebox. The legal battle is over something called the Kaleidescape System.","Top [[Internet]] News 12/9  It #39;s a clash between the film industry and a consumer electronics company over a home theater jukebox. The legal battle is over something called the Kaleidescape System.",0.30602484941482544,0.5840553045272827,3,2,3,35,"Successful"
"Kidnappers may [[extend]] deadline  Militants [[holding]] three UN workers hostage in Afghanistan have [[offered]] to consider extending a three-day deadline for their beheading.","Kidnappers may [[extenԁ]] deadline  Militants [[hoⅼding]] three UN workers hostage in Afghanistan have [[of𝚏ered]] to consider extending a three-day deadline for their beheading.",0.033136963844299316,0.4926910996437073,0,0,0,59,"Failed"
"A Sneak Peek at Trillian 3.0 Instant Messaging  The popular [[IM]] consolidation service [[adds]] audio and video chat.","A Sneak Peek at Trillian 3.0 Instant Messaging  The popular [[HAYASHI]] consolidation service [[ɑdds]] audio and video chat.",0.003916382789611816,0.08819401264190674,3,3,3,33,"Failed"
"[[Court]] bars MCI from making payments  A federal court Wednesday [[barred]] [[No]]. 2 US long-distance carrier MCI Inc. from making further payments to cover more than \$25 million in unauthorized expenses related to [[bankruptcy]] of predecessor WorldCom.","[[Coսrt]] bars MCI from making payments  A federal court Wednesday [[forbidden]] [[Neither]]. 2 US long-distance carrier MCI Inc. from making further payments to cover more than \$25 million in unauthorized expenses related to [[flop]] of predecessor WorldCom.",0.014915764331817627,0.27462297677993774,2,2,2,76,"Failed"
"Internet pioneer closes Manitoba pharmacy; blames dollar, uncertain climate (Canadian Press)  Canadian Press - WINNIPEG (CP) - Just one year ago, Mark Rzepka was opening a  #36;1-million Internet pharmacy in the small Manitoba town of Niverville believing he would be able to quadruple his staff within 12 months.","Internet pioneer closes Manitoba pharmacy; blames dollar, uncertain climate (Canadian Press)  Canadian Press - WINNIPEG (CP) - Just one year ago, Mark Rzepka was opening a  #36;1-million Internet pharmacy in the small Manitoba town of Niverville believing he would be able to quadruple his staff within 12 months.",0.9392189383506775,0.9392189383506775,3,3,0,1,"Skipped"
"Poll: I was right to let Henry [[score]]  Referee [[Graham]] Poll has [[insisted]] that he acted within the laws of the game when he allowed Thierry Henry to take a quick [[free-kick]] yesterday.","Poll: I was right to let Henry [[punctuation]]  Referee [[Pringle]] Poll has [[insis𝚝ed]] that he acted within the laws of the game when he allowed Thierry Henry to take a quick [[𝚏ree-kick]] yesterday.",0.010855495929718018,0.11501997709274292,1,1,1,72,"Failed"
"Costecu [[Makes]] It Two  Denisa [[Costescu]] [[follows]] up her victory in Indianapolis on Saturday with another win at the Veteran's Day 10K Sunday in Washington.","Costecu [[Ma𝒌es]] It Two  Denisa [[Costescս]] [[persisted]] up her victory in Indianapolis on Saturday with another win at the Veteran's Day 10K Sunday in Washington.",0.0018957853317260742,0.0677221417427063,1,1,1,52,"Failed"
"[[NCAA]] Notifies Baylor  Baylor received its notice of allegations Thursday from the NCAA about infractions in its men's basketball program discovered after the [[death]] of [[player]] Patrick Dennehy.","[[HUSKIES]] Notifies Baylor  Baylor received its notice of allegations Thursday from the NCAA about infractions in its men's basketball program discovered after the [[deth]] of [[plɑyer]] Patrick Dennehy.",0.019933462142944336,0.1832677721977234,1,1,1,51,"Failed"
"[[Sluman]], Byrd split lead; many bubbles burst  Jeff [[Sluman]] and Jonathan [[Byrd]] were tied for the lead at the Chrysler Championship, both [[knowing]] the tournament really doesn #39;t start until the weekend.","[[Sⅼuman]], Byrd split lead; many bubbles burst  Jeff [[Sulman]] and Jonathan [[Poultry]] were tied for the lead at the Chrysler Championship, both [[𝒌nowing]] the tournament really doesn #39;t start until the weekend.",0.003077089786529541,0.23730844259262085,1,1,1,60,"Failed"
"[[UK]] minister visits Arafat grave  [[UK]] Foreign Secretary Jack Straw [[lays]] a wreath at the grave of former Palestinian Leader Yasser Arafat.","[[BRITANNICA]] minister visits Arafat grave  [[BRITS]] Foreign Secretary Jack Straw [[ⅼays]] a wreath at the grave of former Palestinian Leader Yasser Arafat.",0.028754353523254395,0.3004441261291504,0,0,0,40,"Failed"
"Nortel financial [[filings]] could be delayed into 2005  Less than a week after it launched a media blitz to boost its image, Nortel Networks Ltd. [[postponed]] yet again the release of its financial statements, underlining the company #39;s challenges to [[steer]] out of the ","Nortel financial [[depots]] could be delayed into 2005  Less than a week after it launched a media blitz to boost its image, Nortel Networks Ltd. [[pos𝚝poned]] yet again the release of its financial statements, underlining the company #39;s challenges to [[steering]] out of the ",0.26060932874679565,0.5410271883010864,2,3,2,68,"Successful"
"[[Tensions]] surge in [[Haiti]]  PORT-AU-PRINCE, Haiti - Heavy gunfire erupted yesterday when police [[streamed]] into a slum stronghold of ousted President Jean-Bertrand Aristide.","[[Voltage]] surge in [[Refugee]]  PORT-AU-PRINCE, Haiti - Heavy gunfire erupted yesterday when police [[broadcasted]] into a slum stronghold of ousted President Jean-Bertrand Aristide.",0.08561599254608154,0.5459873676300049,0,1,0,58,"Successful"
"[[HONDA]] LINKED WITH BAR [[TAKEOVER]]  BAR #39;s engine partner [[Honda]] is believed to be interested in purchasing the Brackley [[team]] and a deal could be done within the next 12 months.","[[MITSUBISHI]] LINKED WITH BAR [[TAEOVER]]  BAR #39;s engine partner [[Acura]] is believed to be interested in purchasing the Brackley [[teams]] and a deal could be done within the next 12 months.",0.1708255410194397,0.4650532007217407,1,1,1,47,"Failed"
"FDA Warns Cyberonics on Manufacturing   CHICAGO (Reuters) - U.S. regulators warned Cyberonics Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CYBX.O target=/stocks/quickinfo/fullquote""&gt;CYBX.O&lt;/A&gt; of manufacturing deficiencies at the Houston plant  that makes its sole product, an implantable device to treat  epilepsy, the company said on Monday.","FDA Warns Cyberonics on Manufacturing   CHICAGO (Reuters) - U.S. regulators warned Cyberonics Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CYBX.O target=/stocks/quickinfo/fullquote""&gt;CYBX.O&lt;/A&gt; of manufacturing deficiencies at the Houston plant  that makes its sole product, an implantable device to treat  epilepsy, the company said on Monday.",0.810992419719696,0.810992419719696,3,3,2,1,"Skipped"
"Danish group #39;s gift criticized  [[A]] Danish group has caused controversy in Colombia by publicly donating money to the country #39;s largest Marxist guerrilla organization.","Danish group #39;s gift criticized  [[by]] Danish group has caused controversy in Colombia by publicly donating money to the country #39;s largest Marxist guerrilla organization.",0.22389769554138184,0.7279641628265381,0,3,0,26,"Successful"
"[[Wilson]] well placed in Mexico [[City]]  Britain #[[39]];s Justin Wilson was [[fourth]] in first qualifying for the final Champ Car race of the season in Mexico City. [[Wilson]] is looking to end his season on a high note after missing out on the rookie #39;s [[title]] to AJ Allmendinger.","[[Reynolds]] well placed in Mexico [[Ciudad]]  Britain #[[3৭]];s Justin Wilson was [[iv]] in first qualifying for the final Champ Car race of the season in Mexico City. [[Wilѕon]] is looking to end his season on a high note after missing out on the rookie #39;s [[designation]] to AJ Allmendinger.",0.014845430850982666,0.6069930791854858,1,3,1,94,"Successful"
"Dollar Dives to Record Low Vs. Euro   LONDON (Reuters) - The dollar crashed through key barriers  to a record low on the euro and a 7-month low on the yen on  Wednesday, as concern mounted a forthcoming G20 finance  ministers' meeting would do little to halt its slide.","Dollar Dives to Record Low Vs. Euro   LONDON (Reuters) - The dollar crashed through key barriers  to a record low on the euro and a 7-month low on the yen on  Wednesday, as concern mounted a forthcoming G20 finance  ministers' meeting would do little to halt its slide.",0.8690546751022339,0.8690546751022339,3,3,2,1,"Skipped"
"Yen Rises Vs Dollar Despite Japan Data   TOKYO (Reuters) - The yen advanced against the dollar on  Friday, shrugging off weak third-quarter growth figures for  Japan as market worries persisted about the huge U.S. deficits.","Yen Rises Vs Dollar Despite Japan Data   TOKYO (Reuters) - The yen advanced against the dollar on  Friday, shrugging off weak third-quarter growth figures for  Japan as market worries persisted about the huge U.S. deficits.",0.9141823649406433,0.9141823649406433,3,3,2,1,"Skipped"
"China Closes 1,600 Internet Cafes in Crackdown  China shut 1,600 Internet cafes between February and August and imposed \$12.1 million worth of fines for allowing children to play violent or adult-only games and other violations, state media said.","China Closes 1,600 Internet Cafes in Crackdown  China shut 1,600 Internet cafes between February and August and imposed \$12.1 million worth of fines for allowing children to play violent or adult-only games and other violations, state media said.",0.7819300889968872,0.7819300889968872,1,1,3,1,"Skipped"
"Wizards' Kwame Brown Suspended One Game (AP)  [[AP]] - The Washington Wizards suspended Kwame Brown for one [[game]] Thursday for his actions during the previous night's game against [[Denver]].","Wizards' Kwame Brown Suspended One Game (AP)  [[HECTARES]] - The Washington Wizards suspended Kwame Brown for one [[gambling]] Thursday for his actions during the previous night's game against [[Dever]].",0.0010775327682495117,0.01006537675857544,1,1,1,52,"Failed"
"Iran [[Suspends]] Key Nuclear Work to Avoid Sanctions  Iran on Monday froze sensitive nuclear work including uranium enrichment in a move likely to thwart [[US]] [[efforts]] to report the Islamic state to the UN Security Council for possible [[sanctions]].","Iran [[Supends]] Key Nuclear Work to Avoid Sanctions  Iran on Monday froze sensitive nuclear work including uranium enrichment in a move likely to thwart [[OURS]] [[effoⲅts]] to report the Islamic state to the UN Security Council for possible [[fines]].",0.010008811950683594,0.6120957136154175,0,0,0,74,"Failed"
"A suicide bombing killed 3 people in a [[crowded]] Tel Aviv market &lt;b&gt;...&lt;/b&gt;  A suicide [[bombing]] killed at least five people and seriously injured more than 30 others in a crowded [[Tel]] Aviv [[open-air]] market. Injured [[shoppers]] were treated on the ground, as [[vegetables]] were strewn on the pavement.","A suicide bombing killed 3 people in a [[crowedd]] Tel Aviv market &lt;b&gt;...&lt;/b&gt;  A suicide [[bobing]] killed at least five people and seriously injured more than 30 others in a crowded [[Phone]] Aviv [[ope-air]] market. Injured [[customer]] were treated on the ground, as [[ѵegetables]] were strewn on the pavement.",0.10535860061645508,0.5118772983551025,0,0,0,119,"Failed"
"Oil Downturn Deepens as Supplies Swell   LONDON (Reuters) - Oil on Tuesday extended a price slide  that has cut 12 percent from record highs in two weeks as  growing signs of ample supply eases concerns over fuel stocks  for the northern winter.","Oil Downturn Deepens as Supplies Swell   LONDON (Reuters) - Oil on Tuesday extended a price slide  that has cut 12 percent from record highs in two weeks as  growing signs of ample supply eases concerns over fuel stocks  for the northern winter.",0.9672468304634094,0.9672468304634094,3,3,2,1,"Skipped"
"GM, DaimlerChrysler plan hybrid cars  SOUTHFIELD, MICHIGAN: General Motors Corp and DaimlerChrysler AG will jointly develop a petroleum-electric power system to catch up with Toyota Motor Corp and Honda Motor Co in so-called hybrid vehicles that save fuel and cut tailpipe emissions.","GM, DaimlerChrysler plan hybrid cars  SOUTHFIELD, MICHIGAN: General Motors Corp and DaimlerChrysler AG will jointly develop a petroleum-electric power system to catch up with Toyota Motor Corp and Honda Motor Co in so-called hybrid vehicles that save fuel and cut tailpipe emissions.",0.9997265338897705,0.9997265338897705,3,3,2,1,"Skipped"
"[[Iran]] Says EU Nuke Negotiations in Final Stages   TEHRAN (Reuters) - Iran's negotiations with the European  Union over a [[deal]] which would spare Tehran from possible [[U]].[[N]].  sanctions over its nuclear program are in their final stages,  Iran said Saturday.","[[Iarn]] Says EU Nuke Negotiations in Final Stages   TEHRAN (Reuters) - Iran's negotiations with the European  Union over a [[addressing]] which would spare Tehran from possible [[oder]].[[nitrogen]].  sanctions over its nuclear program are in their final stages,  Iran said Saturday.",0.013839662075042725,0.5438616275787354,0,0,0,60,"Failed"
"New York Unveils Last, Best Bid to Gain the [[Olympics]] in 2012  Leaders of the NYC2012 committee highlighted New York's advantages in multiculturalism, money and media power.","New York Unveils Last, Best Bid to Gain the [[Medalist]] in 2012  Leaders of the NYC2012 committee highlighted New York's advantages in multiculturalism, money and media power.",0.2220240831375122,0.5860545039176941,1,2,1,35,"Successful"
"Voters Checking Out Other Sides' Sites  Are right-leaning voters spending all their online time on Rushlimbaugh.com? Are left-leaning voters locked into the like-minded Talkingpointsmemo.com?","Voters Checking Out Other Sides' Sites  Are right-leaning voters spending all their online time on Rushlimbaugh.com? Are left-leaning voters locked into the like-minded Talkingpointsmemo.com?",0.9191267490386963,0.9191267490386963,0,0,3,1,"Skipped"
